Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0007155~cell adhesion	16	19.51219512195122	3.0663503660310258E-9	O35161, Q02388, P82198, O93574, O11780, P39060, Q00872, Q76B49, A6NMZ7, Q8I7T3, P22105, O35206, P16419, P12080, P19137, A1XQX0	78	101	3423	6.952018278750952	1.3982548050517352E-6	1.3982548050517352E-6	4.3584536313368005E-6
GOTERM_BP_DIRECT	GO:0030574~collagen catabolic process	5	6.097560975609756	2.7398510979593074E-5	Q02388, P07152, Q99542, P39060, A6NMZ7	78	9	3423	24.380341880341877	0.012416167524925248	0.006227474481672601	0.03893668777100734
GOTERM_BP_DIRECT	GO:0030198~extracellular matrix organization	6	7.317073170731707	3.9337806279916875E-4	Q02388, P82198, O11780, P39060, O00468, P19137	78	29	3423	9.079575596816976	0.1642415876044646	0.05805202046054092	0.5576894120891907
GOTERM_BP_DIRECT	GO:0045214~sarcomere organization	5	6.097560975609756	8.724876815985997E-4	A2ASS6, Q8WZ42, P12080, P82147, Q9I7U4	78	20	3423	10.971153846153845	0.32835680907227593	0.09471639740321458	1.233014471437699
GOTERM_BP_DIRECT	GO:0035995~detection of muscle stretch	3	3.6585365853658534	0.0014768770648432461	Q4U0T9, A2ASS6, Q8WZ42	78	3	3423	43.88461538461539	0.49031058938264627	0.1261012419552392	2.0788451967362787
GOTERM_BP_DIRECT	GO:0003300~cardiac muscle hypertrophy	3	3.6585365853658534	0.0014768770648432461	Q4U0T9, A2ASS6, Q8WZ42	78	3	3423	43.88461538461539	0.49031058938264627	0.1261012419552392	2.0788451967362787
GOTERM_BP_DIRECT	GO:0030241~skeletal muscle myosin thick filament assembly	3	3.6585365853658534	0.0014768770648432461	A2ASS6, Q8WZ42, O01761	78	3	3423	43.88461538461539	0.49031058938264627	0.1261012419552392	2.0788451967362787
GOTERM_BP_DIRECT	GO:0055003~cardiac myofibril assembly	3	3.6585365853658534	0.0029106538567531715	Q4U0T9, A2ASS6, Q8WZ42	78	4	3423	32.91346153846154	0.7353093542814186	0.19870992114994557	4.058525543648573
GOTERM_BP_DIRECT	GO:0030334~regulation of cell migration	4	4.878048780487805	0.008183260788962199	P07152, O95786, P19137, Q00174	78	19	3423	9.238866396761134	0.9764096824094594	0.41449123843814506	11.02314324981597
GOTERM_BP_DIRECT	GO:0001525~angiogenesis	5	6.097560975609756	0.008906779544191834	P82198, O11780, Q99542, P39060, P19971	78	37	3423	5.9303534303534295	0.9830872414767899	0.3994809263143412	11.941294220775367
GOTERM_BP_DIRECT	GO:0033627~cell adhesion mediated by integrin	3	3.6585365853658534	0.012810572959913098	P15215, P12080, Q00174	78	8	3423	16.45673076923077	0.9972034288100593	0.47965454640195604	16.74512425882734
GOTERM_BP_DIRECT	GO:0060048~cardiac muscle contraction	3	3.6585365853658534	0.012810572959913098	Q4U0T9, A2ASS6, Q8WZ42	78	8	3423	16.45673076923077	0.9972034288100593	0.47965454640195604	16.74512425882734
GOTERM_BP_DIRECT	GO:0006334~nucleosome assembly	3	3.6585365853658534	0.033186529793545284	P15870, O16277, Q149N8	78	13	3423	10.127218934911244	0.9999997928581574	0.7854014498516064	38.10383452325752
GOTERM_BP_DIRECT	GO:0034446~substrate adhesion-dependent cell spreading	3	3.6585365853658534	0.03816214608988982	P15215, P12080, Q00174	78	14	3423	9.403846153846153	0.9999999803007142	0.8007054152733712	42.48077352652727
GOTERM_BP_DIRECT	GO:0030240~skeletal muscle thin filament assembly	2	2.4390243902439024	0.044490180822155216	A2ASS6, Q8WZ42	78	2	3423	43.88461538461539	0.9999999990289751	0.8226072498493683	47.63198148557042
GOTERM_BP_DIRECT	GO:0048769~sarcomerogenesis	2	2.4390243902439024	0.044490180822155216	A2ASS6, Q8WZ42	78	2	3423	43.88461538461539	0.9999999990289751	0.8226072498493683	47.63198148557042
GOTERM_BP_DIRECT	GO:0055008~cardiac muscle tissue morphogenesis	2	2.4390243902439024	0.044490180822155216	A2ASS6, Q8WZ42	78	2	3423	43.88461538461539	0.9999999990289751	0.8226072498493683	47.63198148557042
GOTERM_BP_DIRECT	GO:0010951~negative regulation of endopeptidase activity	3	3.6585365853658534	0.054622203632203103	Q02388, P20742, Q14624	78	17	3423	7.744343891402715	0.9999999999924827	0.8605840626858597	54.99511656833336
GOTERM_BP_DIRECT	GO:0006941~striated muscle contraction	2	2.4390243902439024	0.0659968327012064	A2ASS6, Q8WZ42	78	3	3423	29.256410256410255	0.9999999999999699	0.8918059528687368	62.10892570717046
GOTERM_BP_DIRECT	GO:0007166~cell surface receptor signaling pathway	3	3.6585365853658534	0.06673825292450461	O35161, P19137, Q76B49	78	19	3423	6.929149797570851	0.999999999999979	0.8775086727313612	62.53421782509507
GOTERM_BP_DIRECT	GO:0007411~axon guidance	4	4.878048780487805	0.06718857401594333	O93574, P12080, P19137, Q00174	78	42	3423	4.179487179487179	0.9999999999999831	0.862239431086314	62.790359515383145
GOTERM_BP_DIRECT	GO:0007076~mitotic chromosome condensation	2	2.4390243902439024	0.08702555898227296	Q8WZ42, Q9I7U4	78	4	3423	21.942307692307693	1.0	0.9130317727970872	72.58639606488822
GOTERM_BP_DIRECT	GO:0030049~muscle filament sliding	2	2.4390243902439024	0.08702555898227296	Q8WZ42, Q00872	78	4	3423	21.942307692307693	1.0	0.9130317727970872	72.58639606488822
